F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,,,,,,,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B
33000,0.00126837,33000,0.00127038,33000,0.00126336,33000,0.00126591,33000,0.00127707,33000,0.00127465,33000,0.00127699,33000,0.00128445,33000,0.00128737,33000,0.00128706,33000,0.00128197,33000,0.00128972,33000,0.00129134,33000,0.00128074,33000,0.00128328,33000,0.00128291,33000,0.00128124,33000,0.00128356,33000,0.00129359,33000,0.00128887,33000,0.00129618,33000,0.00128859,33000,0.00130197,33000,0.0012991,33000,0.00129319,33000,0.00129984,33000,0.00129904,33000,0.00129662,33000,0.00129522,33000,0.00129692,33000,0.00130103,33000,0.00130103,33000,0.00130845,33000,0.00130833,33000,0.00130833,33000,0.00130222,33000,0.00130687,33000,0.00131285,33000,0.00129957,33000,0.00133958,33000,0.0013192,33000,0.00131409,33000,0.00130835,33000,0.00130193,33000,0.00132011
33100,0.00127225,33100,0.0012742,33100,0.00126719,33100,0.00126967,33100,0.00128165,33100,0.00127854,33100,0.00128087,33100,0.0012881,33100,0.00129137,33100,0.00129092,33100,0.00128591,33100,0.00129349,33100,0.00129527,33100,0.00128449,33100,0.0012872,33100,0.00128679,33100,0.00128509,33100,0.00128743,33100,0.00129746,33100,0.00129273,33100,0.00130004,33100,0.0012926,33100,0.0013059,33100,0.00130289,33100,0.00129694,33100,0.00130366,33100,0.00130295,33100,0.00130058,33100,0.00129911,33100,0.00130079,33100,0.00130489,33100,0.00130489,33100,0.00131237,33100,0.00131227,33100,0.00131227,33100,0.00130621,33100,0.00131038,33100,0.00131677,33100,0.00130349,33100,0.00134364,33100,0.00132319,33100,0.00131809,33100,0.00131238,33100,0.00130584,33100,0.00132412
33200,0.00127603,33200,0.00127797,33200,0.00127103,33200,0.00127355,33200,0.00128482,33200,0.00128243,33200,0.00128474,33200,0.00129205,33200,0.00129529,33200,0.00129486,33200,0.00128979,33200,0.0012972,33200,0.00129912,33200,0.00128841,33200,0.00129109,33200,0.0012906,33200,0.00128899,33200,0.00129136,33200,0.00130143,33200,0.00129658,33200,0.00130396,33200,0.00129642,33200,0.00130969,33200,0.00130683,33200,0.00130081,33200,0.00130764,33200,0.00130677,33200,0.00130443,33200,0.00130298,33200,0.00130462,33200,0.00130887,33200,0.00130887,33200,0.00131633,33200,0.00131622,33200,0.00131622,33200,0.0013101,33200,0.00131477,33200,0.0013207,33200,0.00130741,33200,0.00134754,33200,0.00132715,33200,0.0013221,33200,0.0013163,33200,0.00130979,33200,0.00132808
33300,0.00127988,33300,0.00128184,33300,0.00127479,33300,0.0012774,33300,0.00128907,33300,0.00128626,33300,0.00128867,33300,0.00129602,33300,0.00129909,33300,0.00129871,33300,0.00129367,33300,0.00130118,33300,0.00130296,33300,0.00129225,33300,0.00129493,33300,0.00129455,33300,0.00129289,33300,0.00129528,33300,0.00130527,33300,0.00130046,33300,0.00130788,33300,0.00130018,33300,0.00131359,33300,0.00131063,33300,0.00130475,33300,0.00131142,33300,0.00131061,33300,0.00130831,33300,0.0013068,33300,0.00130842,33300,0.00131267,33300,0.00131267,33300,0.00132025,33300,0.00132003,33300,0.00132003,33300,0.00131399,33300,0.00131863,33300,0.00132464,33300,0.00131137,33300,0.00135154,33300,0.00133104,33300,0.00132611,33300,0.00132024,33300,0.00131362,33300,0.00133201
33400,0.00128376,33400,0.00128563,33400,0.00127861,33400,0.00128132,33400,0.00129284,33400,0.00129011,33400,0.00129249,33400,0.0012999,33400,0.00130296,33400,0.00130247,33400,0.00129763,33400,0.00130506,33400,0.00130691,33400,0.0012961,33400,0.00129884,33400,0.00129839,33400,0.00129683,33400,0.00129906,33400,0.00130914,33400,0.00130434,33400,0.00131175,33400,0.00130399,33400,0.00131751,33400,0.00131442,33400,0.00130862,33400,0.00131533,33400,0.00131454,33400,0.00131216,33400,0.0013107,33400,0.00131234,33400,0.00131666,33400,0.00131666,33400,0.00132416,33400,0.00132405,33400,0.00132405,33400,0.00131796,33400,0.00132257,33400,0.00132852,33400,0.00131522,33400,0.00135559,33400,0.00133502,33400,0.00132999,33400,0.00132414,33400,0.00131754,33400,0.00133599
33500,0.00128766,33500,0.00128961,33500,0.00128241,33500,0.00128504,33500,0.00129673,33500,0.00129407,33500,0.00129629,33500,0.0013038,33500,0.00130681,33500,0.00130646,33500,0.00130148,33500,0.00130888,33500,0.00131078,33500,0.00129998,33500,0.00130281,33500,0.00130231,33500,0.00130068,33500,0.00130307,33500,0.00131307,33500,0.00130836,33500,0.00131572,33500,0.00130782,33500,0.00132138,33500,0.00131841,33500,0.00131245,33500,0.00131931,33500,0.00131841,33500,0.00131605,33500,0.00131459,33500,0.00131628,33500,0.00132048,33500,0.00132048,33500,0.00132806,33500,0.00132795,33500,0.00132795,33500,0.00132184,33500,0.00132609,33500,0.00133248,33500,0.00131908,33500,0.0013596,33500,0.00133896,33500,0.00133396,33500,0.00132807,33500,0.00132149,33500,0.00133983
33600,0.00129148,33600,0.00129343,33600,0.00128618,33600,0.00128889,33600,0.00130068,33600,0.00129787,33600,0.00130022,33600,0.00130764,33600,0.0013106,33600,0.00131037,33600,0.00130534,33600,0.00131275,33600,0.0013147,33600,0.00130385,33600,0.0013067,33600,0.00130617,33600,0.00130455,33600,0.00130698,33600,0.00131702,33600,0.00131223,33600,0.00131963,33600,0.00131167,33600,0.00132527,33600,0.00132228,33600,0.00131634,33600,0.00132316,33600,0.00132232,33600,0.0013199,33600,0.00131851,33600,0.00132009,33600,0.00132441,33600,0.00132441,33600,0.00133198,33600,0.00133182,33600,0.00133182,33600,0.00132573,33600,0.00133028,33600,0.00133638,33600,0.00132296,33600,0.00136358,33600,0.00134289,33600,0.0013379,33600,0.00133194,33600,0.00132532,33600,0.00134382
33700,0.00129537,33700,0.00129724,33700,0.00129,33700,0.00129272,33700,0.00130453,33700,0.00130167,33700,0.00130416,33700,0.00131159,33700,0.00131466,33700,0.00131422,33700,0.00130925,33700,0.00131666,33700,0.00131857,33700,0.00130779,33700,0.00131054,33700,0.00131007,33700,0.00130837,33700,0.00131082,33700,0.00132094,33700,0.00131607,33700,0.00132351,33700,0.00131548,33700,0.00132915,33700,0.00132619,33700,0.00132019,33700,0.00132717,33700,0.00132626,33700,0.00132384,33700,0.00132237,33700,0.00132401,33700,0.00132821,33700,0.00132821,33700,0.00133596,33700,0.00133579,33700,0.00133579,33700,0.0013296,33700,0.00133433,33700,0.0013403,33700,0.00132685,33700,0.00136755,33700,0.00134686,33700,0.00134173,33700,0.00133582,33700,0.00132923,33700,0.00134776
33800,0.00129922,33800,0.0013011,33800,0.00129382,33800,0.00129668,33800,0.00130842,33800,0.00130559,33800,0.00130801,33800,0.00131537,33800,0.00131848,33800,0.00131809,33800,0.00131307,33800,0.00132047,33800,0.00132248,33800,0.00131163,33800,0.00131443,33800,0.00131401,33800,0.00131232,33800,0.00131467,33800,0.00132482,33800,0.00132,33800,0.00132747,33800,0.00131951,33800,0.00133319,33800,0.00133022,33800,0.00132411,33800,0.00133102,33800,0.00133018,33800,0.00132772,33800,0.00132627,33800,0.00132792,33800,0.00133216,33800,0.00133216,33800,0.00133988,33800,0.00133972,33800,0.00133972,33800,0.00133351,33800,0.00133802,33800,0.00134425,33800,0.00133076,33800,0.00137155,33800,0.00135081,33800,0.00134565,33800,0.00133966,33800,0.0013331,33800,0.00135167
33900,0.00130309,33900,0.00130506,33900,0.00129763,33900,0.00130044,33900,0.00131228,33900,0.00130944,33900,0.00131184,33900,0.00131927,33900,0.00132248,33900,0.00132201,33900,0.00131698,33900,0.00132446,33900,0.00132638,33900,0.00131553,33900,0.00131835,33900,0.00131795,33900,0.00131618,33900,0.00131852,33900,0.0013287,33900,0.00132393,33900,0.00133138,33900,0.00132347,33900,0.00133698,33900,0.00133409,33900,0.00132803,33900,0.00133495,33900,0.0013341,33900,0.00133161,33900,0.00133019,33900,0.00133179,33900,0.00133611,33900,0.00133611,33900,0.00134384,33900,0.00134369,33900,0.00134369,33900,0.00133741,33900,0.00134205,33900,0.00134822,33900,0.00133464,33900,0.00137558,33900,0.00135474,33900,0.00134955,33900,0.00134359,33900,0.00133694,33900,0.00135561
34000,0.00130695,34000,0.00130892,34000,0.00130148,34000,0.00130428,34000,0.00131608,34000,0.00131331,34000,0.00131575,34000,0.00132318,34000,0.00132631,34000,0.00132593,34000,0.00132083,34000,0.00132827,34000,0.00133026,34000,0.00131942,34000,0.00132225,34000,0.00132174,34000,0.00132011,34000,0.00132245,34000,0.00133272,34000,0.00132778,34000,0.00133529,34000,0.00132729,34000,0.00134098,34000,0.00133797,34000,0.00133197,34000,0.00133888,34000,0.00133806,34000,0.00133558,34000,0.0013341,34000,0.00133576,34000,0.00133998,34000,0.00133998,34000,0.00134778,34000,0.00134757,34000,0.00134757,34000,0.00134133,34000,0.00134614,34000,0.00135221,34000,0.00133851,34000,0.00137958,34000,0.00135865,34000,0.00135347,34000,0.00134749,34000,0.00134088,34000,0.00135961
34100,0.00131081,34100,0.0013128,34100,0.00130533,34100,0.00130816,34100,0.00131988,34100,0.00131717,34100,0.00131964,34100,0.00132705,34100,0.00133015,34100,0.00132986,34100,0.00132464,34100,0.00133221,34100,0.00133421,34100,0.00132328,34100,0.00132614,34100,0.00132559,34100,0.00132392,34100,0.00132627,34100,0.00133661,34100,0.00133165,34100,0.00133923,34100,0.00133122,34100,0.00134494,34100,0.00134193,34100,0.00133585,34100,0.0013428,34100,0.00134196,34100,0.00133949,34100,0.00133797,34100,0.00133965,34100,0.0013439,34100,0.0013439,34100,0.00135164,34100,0.00135152,34100,0.00135152,34100,0.0013453,34100,0.00135002,34100,0.00135612,34100,0.00134241,34100,0.00138357,34100,0.00136264,34100,0.00135743,34100,0.00135142,34100,0.0013447,34100,0.00136361
34200,0.00131468,34200,0.00131671,34200,0.00130919,34200,0.00131196,34200,0.00132387,34200,0.00132104,34200,0.00132347,34200,0.00133091,34200,0.00133404,34200,0.00133368,34200,0.00132854,34200,0.00133611,34200,0.00133814,34200,0.00132715,34200,0.00133,34200,0.0013295,34200,0.00132777,34200,0.00133013,34200,0.00134048,34200,0.00133553,34200,0.00134319,34200,0.0013351,34200,0.00134887,34200,0.00134586,34200,0.00133974,34200,0.00134673,34200,0.0013458,34200,0.00134338,34200,0.00134183,34200,0.00134351,34200,0.00134781,34200,0.00134781,34200,0.00135563,34200,0.00135542,34200,0.00135542,34200,0.00134923,34200,0.00135384,34200,0.0013601,34200,0.00134633,34200,0.00138757,34200,0.00136664,34200,0.00136143,34200,0.00135537,34200,0.00134868,34200,0.00136757
34300,0.0013186,34300,0.00132056,34300,0.00131306,34300,0.00131581,34300,0.00132775,34300,0.00132484,34300,0.0013274,34300,0.00133478,34300,0.00133787,34300,0.00133755,34300,0.00133246,34300,0.00133999,34300,0.00134206,34300,0.00133095,34300,0.00133392,34300,0.00133333,34300,0.00133162,34300,0.00133399,34300,0.0013444,34300,0.00133947,34300,0.00134706,34300,0.00133891,34300,0.00135283,34300,0.0013497,34300,0.00134364,34300,0.00135064,34300,0.00134976,34300,0.00134729,34300,0.00134576,34300,0.00134738,34300,0.00135171,34300,0.00135171,34300,0.00135948,34300,0.00135934,34300,0.00135934,34300,0.00135311,34300,0.0013577,34300,0.00136397,34300,0.00135029,34300,0.00139159,34300,0.00137057,34300,0.00136538,34300,0.00135933,34300,0.00135257,34300,0.00137154
34400,0.00132244,34400,0.00132439,34400,0.00131685,34400,0.00131961,34400,0.0013316,34400,0.00132878,34400,0.0013312,34400,0.00133865,34400,0.00134182,34400,0.00134151,34400,0.00133633,34400,0.00134389,34400,0.00134591,34400,0.00133489,34400,0.00133775,34400,0.0013372,34400,0.00133552,34400,0.00133787,34400,0.00134828,34400,0.00134336,34400,0.00135095,34400,0.00134284,34400,0.00135676,34400,0.00135368,34400,0.00134756,34400,0.00135457,34400,0.0013537,34400,0.00135119,34400,0.00134959,34400,0.00135122,34400,0.00135568,34400,0.00135568,34400,0.00136344,34400,0.00136332,34400,0.00136332,34400,0.001357,34400,0.0013618,34400,0.00136796,34400,0.00135413,34400,0.00139553,34400,0.00137455,34400,0.00136929,34400,0.0013633,34400,0.00135647,34400,0.00137554
34500,0.00132634,34500,0.00132828,34500,0.00132069,34500,0.00132343,34500,0.00133558,34500,0.00133261,34500,0.00133511,34500,0.00134254,34500,0.00134575,34500,0.00134537,34500,0.00134015,34500,0.00134774,34500,0.0013498,34500,0.00133876,34500,0.00134154,34500,0.0013411,34500,0.0013394,34500,0.0013417,34500,0.00135226,34500,0.00134725,34500,0.00135485,34500,0.00134673,34500,0.00136063,34500,0.00135766,34500,0.00135143,34500,0.00135851,34500,0.00135761,34500,0.00135517,34500,0.00135355,34500,0.00135515,34500,0.00135954,34500,0.00135954,34500,0.00136735,34500,0.00136725,34500,0.00136725,34500,0.00136093,34500,0.00136568,34500,0.00137194,34500,0.00135802,34500,0.0013996,34500,0.0013785,34500,0.00137326,34500,0.0013672,34500,0.00136044,34500,0.00137944
34600,0.00133018,34600,0.00133215,34600,0.00132448,34600,0.00132731,34600,0.00133927,34600,0.00133649,34600,0.00133897,34600,0.00134643,34600,0.00134962,34600,0.00134923,34600,0.00134401,34600,0.00135168,34600,0.0013537,34600,0.00134266,34600,0.00134543,34600,0.00134491,34600,0.00134321,34600,0.00134558,34600,0.00135611,34600,0.0013512,34600,0.00135874,34600,0.00135063,34600,0.00136457,34600,0.00136159,34600,0.00135543,34600,0.00136237,34600,0.00136153,34600,0.001359,34600,0.0013574,34600,0.0013591,34600,0.00136348,34600,0.00136348,34600,0.00137129,34600,0.00137117,34600,0.00137117,34600,0.00136484,34600,0.00136968,34600,0.00137587,34600,0.00136196,34600,0.00140362,34600,0.00138245,34600,0.00137716,34600,0.00137108,34600,0.00136433,34600,0.00138346
34700,0.00133403,34700,0.00133608,34700,0.00132836,34700,0.00133116,34700,0.00134331,34700,0.00134039,34700,0.00134282,34700,0.00135031,34700,0.00135348,34700,0.0013531,34700,0.00134805,34700,0.00135562,34700,0.00135768,34700,0.00134646,34700,0.00134928,34700,0.00134882,34700,0.00134709,34700,0.00134947,34700,0.00136005,34700,0.00135516,34700,0.00136276,34700,0.0013545,34700,0.00136848,34700,0.00136548,34700,0.0013593,34700,0.00136632,34700,0.0013655,34700,0.00136294,34700,0.00136137,34700,0.001363,34700,0.00136739,34700,0.00136739,34700,0.00137522,34700,0.00137512,34700,0.00137512,34700,0.00136876,34700,0.0013735,34700,0.00137987,34700,0.00136583,34700,0.0014076,34700,0.00138642,34700,0.00138115,34700,0.00137509,34700,0.00136821,34700,0.00138743
34800,0.00133787,34800,0.00133988,34800,0.00133223,34800,0.00133492,34800,0.00134713,34800,0.00134419,34800,0.00134668,34800,0.00135423,34800,0.00135742,34800,0.00135706,34800,0.00135179,34800,0.00135947,34800,0.00136159,34800,0.00135034,34800,0.00135313,34800,0.0013526,34800,0.00135087,34800,0.00135332,34800,0.00136404,34800,0.00135896,34800,0.00136664,34800,0.00135842,34800,0.0013724,34800,0.00136943,34800,0.00136324,34800,0.00137026,34800,0.00136937,34800,0.00136692,34800,0.00136528,34800,0.00136693,34800,0.00137137,34800,0.00137137,34800,0.00137913,34800,0.00137912,34800,0.00137912,34800,0.00137264,34800,0.00137748,34800,0.00138385,34800,0.00136979,34800,0.00141162,34800,0.00139042,34800,0.00138508,34800,0.00137897,34800,0.00137217,34800,0.00139141
34900,0.00134167,34900,0.00134374,34900,0.00133601,34900,0.00133878,34900,0.00135097,34900,0.00134807,34900,0.0013504,34900,0.0013581,34900,0.00136132,34900,0.00136093,34900,0.00135575,34900,0.00136338,34900,0.00136544,34900,0.00135418,34900,0.00135697,34900,0.00135655,34900,0.00135471,34900,0.0013572,34900,0.00136792,34900,0.00136292,34900,0.00137056,34900,0.00136208,34900,0.00137639,34900,0.00137336,34900,0.00136715,34900,0.00137422,34900,0.00137327,34900,0.00137076,34900,0.00136916,34900,0.00137093,34900,0.00137529,34900,0.00137529,34900,0.00138303,34900,0.00138301,34900,0.00138301,34900,0.00137659,34900,0.00138148,34900,0.00138774,34900,0.00137368,34900,0.00141562,34900,0.00139439,34900,0.00138902,34900,0.00138297,34900,0.00137606,34900,0.00139542
35000,0.0013455,35000,0.00134756,35000,0.00133989,35000,0.00134259,35000,0.00135479,35000,0.0013519,35000,0.00135442,35000,0.001362,35000,0.0013652,35000,0.00136488,35000,0.00135958,35000,0.00136727,35000,0.00136932,35000,0.00135807,35000,0.0013608,35000,0.00136032,35000,0.00135857,35000,0.00136108,35000,0.00137184,35000,0.00136675,35000,0.00137444,35000,0.00136591,35000,0.00138033,35000,0.00137729,35000,0.00137113,35000,0.00137818,35000,0.00137727,35000,0.00137472,35000,0.00137309,35000,0.00137487,35000,0.00137916,35000,0.00137916,35000,0.001387,35000,0.00138697,35000,0.00138697,35000,0.00138049,35000,0.00138557,35000,0.00139173,35000,0.00137762,35000,0.00141966,35000,0.00139836,35000,0.00139299,35000,0.00138694,35000,0.00138003,35000,0.00139937
35100,0.00134943,35100,0.00135145,35100,0.00134365,35100,0.00134647,35100,0.00135868,35100,0.00135579,35100,0.0013583,35100,0.00136594,35100,0.00136912,35100,0.00136876,35100,0.00136344,35100,0.00137116,35100,0.00137324,35100,0.00136184,35100,0.00136469,35100,0.00136414,35100,0.00136245,35100,0.00136494,35100,0.00137575,35100,0.00137066,35100,0.00137837,35100,0.00136988,35100,0.00138427,35100,0.00138128,35100,0.00137503,35100,0.00138213,35100,0.00138116,35100,0.00137869,35100,0.00137699,35100,0.00137885,35100,0.00138318,35100,0.00138318,35100,0.00139103,35100,0.00139091,35100,0.00139091,35100,0.00138448,35100,0.00138935,35100,0.0013956,35100,0.00138154,35100,0.00142361,35100,0.00140245,35100,0.00139697,35100,0.00139089,35100,0.00138392,35100,0.00140332
35200,0.0013533,35200,0.00135524,35200,0.00134758,35200,0.00135025,35200,0.00136283,35200,0.00135966,35200,0.00136215,35200,0.00136985,35200,0.00137304,35200,0.00137266,35200,0.0013673,35200,0.00137502,35200,0.00137708,35200,0.00136568,35200,0.00136848,35200,0.00136806,35200,0.00136624,35200,0.00136876,35200,0.00137963,35200,0.00137454,35200,0.00138231,35200,0.00137376,35200,0.0013882,35200,0.00138516,35200,0.00137895,35200,0.00138603,35200,0.00138508,35200,0.00138257,35200,0.00138092,35200,0.00138273,35200,0.00138715,35200,0.00138715,35200,0.00139497,35200,0.00139493,35200,0.00139493,35200,0.00138841,35200,0.00139322,35200,0.00139964,35200,0.00138549,35200,0.00142764,35200,0.00140645,35200,0.00140101,35200,0.00139485,35200,0.00138785,35200,0.00140741
35300,0.00135716,35300,0.00135905,35300,0.0013514,35300,0.0013541,35300,0.00136646,35300,0.00136348,35300,0.00136602,35300,0.00137369,35300,0.00137692,35300,0.00137655,35300,0.00137119,35300,0.00137889,35300,0.00138097,35300,0.00136945,35300,0.0013724,35300,0.00137184,35300,0.00137011,35300,0.00137266,35300,0.00138353,35300,0.00137839,35300,0.00138623,35300,0.00137766,35300,0.00139219,35300,0.00138914,35300,0.00138286,35300,0.00138992,35300,0.001389,35300,0.00138655,35300,0.00138487,35300,0.0013867,35300,0.00139103,35300,0.00139103,35300,0.00139893,35300,0.00139889,35300,0.00139889,35300,0.00139234,35300,0.00139739,35300,0.00140363,35300,0.00138945,35300,0.00143162,35300,0.00141045,35300,0.00140496,35300,0.00139878,35300,0.00139183,35300,0.00141141
35400,0.00136108,35400,0.00136305,35400,0.00135515,35400,0.00135801,35400,0.00137035,35400,0.0013674,35400,0.00136993,35400,0.00137764,35400,0.00138086,35400,0.00138047,35400,0.00137512,35400,0.00138276,35400,0.00138481,35400,0.00137331,35400,0.00137611,35400,0.00137567,35400,0.00137397,35400,0.00137659,35400,0.00138745,35400,0.00138225,35400,0.00139007,35400,0.00138161,35400,0.00139606,35400,0.00139311,35400,0.00138678,35400,0.00139386,35400,0.00139294,35400,0.00139044,35400,0.00138882,35400,0.00139057,35400,0.00139506,35400,0.00139506,35400,0.00140282,35400,0.00140275,35400,0.00140275,35400,0.00139631,35400,0.0014013,35400,0.00140764,35400,0.00139337,35400,0.00143567,35400,0.00141443,35400,0.00140894,35400,0.00140281,35400,0.00139584,35400,0.00141534
35500,0.00136497,35500,0.00136688,35500,0.00135897,35500,0.00136179,35500,0.00137425,35500,0.00137125,35500,0.0013738,35500,0.00138156,35500,0.00138478,35500,0.00138435,35500,0.00137893,35500,0.00138664,35500,0.00138869,35500,0.00137715,35500,0.00137999,35500,0.00137958,35500,0.00137777,35500,0.00138049,35500,0.00139129,35500,0.00138611,35500,0.00139397,35500,0.00138547,35500,0.00140004,35500,0.00139699,35500,0.00139067,35500,0.0013978,35500,0.00139683,35500,0.00139433,35500,0.00139276,35500,0.00139458,35500,0.00139902,35500,0.00139902,35500,0.00140673,35500,0.00140672,35500,0.00140672,35500,0.0014002,35500,0.00140513,35500,0.00141158,35500,0.00139737,35500,0.00143963,35500,0.00141847,35500,0.00141302,35500,0.00140674,35500,0.00139976,35500,0.00141939
35600,0.00136892,35600,0.00137078,35600,0.0013627,35600,0.00136562,35600,0.0013783,35600,0.00137511,35600,0.00137764,35600,0.0013855,35600,0.00138864,35600,0.00138825,35600,0.00138282,35600,0.00139046,35600,0.00139258,35600,0.00138097,35600,0.00138386,35600,0.00138333,35600,0.00138162,35600,0.00138435,35600,0.00139519,35600,0.00138999,35600,0.00139781,35600,0.00138934,35600,0.00140391,35600,0.00140089,35600,0.0013946,35600,0.0014017,35600,0.00140072,35600,0.00139823,35600,0.00139657,35600,0.00139845,35600,0.0014029,35600,0.0014029,35600,0.00141059,35600,0.00141068,35600,0.00141068,35600,0.00140418,35600,0.0014092,35600,0.00141556,35600,0.00140133,35600,0.0014437,35600,0.00142245,35600,0.00141693,35600,0.00141072,35600,0.00140371,35600,0.00142341
35700,0.00137279,35700,0.00137462,35700,0.0013666,35700,0.00136949,35700,0.00138201,35700,0.00137902,35700,0.0013815,35700,0.00138937,35700,0.00139252,35700,0.00139214,35700,0.00138665,35700,0.00139429,35700,0.00139641,35700,0.00138478,35700,0.00138764,35700,0.00138724,35700,0.00138546,35700,0.00138816,35700,0.00139899,35700,0.00139384,35700,0.0014017,35700,0.00139323,35700,0.00140793,35700,0.0014048,35700,0.00139849,35700,0.00140561,35700,0.00140463,35700,0.00140219,35700,0.00140054,35700,0.00140238,35700,0.00140691,35700,0.00140691,35700,0.00141445,35700,0.00141464,35700,0.00141464,35700,0.00140809,35700,0.00141307,35700,0.00141953,35700,0.00140526,35700,0.00144775,35700,0.00142647,35700,0.00142096,35700,0.00141471,35700,0.00140767,35700,0.00142734
35800,0.00137668,35800,0.00137855,35800,0.00137035,35800,0.00137335,35800,0.00138593,35800,0.00138285,35800,0.00138537,35800,0.00139331,35800,0.00139643,35800,0.00139604,35800,0.00139055,35800,0.00139818,35800,0.00140026,35800,0.00138863,35800,0.0013915,35800,0.00139104,35800,0.00138931,35800,0.00139199,35800,0.00140285,35800,0.00139773,35800,0.00140556,35800,0.00139709,35800,0.00141175,35800,0.0014087,35800,0.00140237,35800,0.00140946,35800,0.00140846,35800,0.00140603,35800,0.00140438,35800,0.00140627,35800,0.00141085,35800,0.00141085,35800,0.00141833,35800,0.00141853,35800,0.00141853,35800,0.00141199,35800,0.00141702,35800,0.00142354,35800,0.00140922,35800,0.0014517,35800,0.00143048,35800,0.00142502,35800,0.00141869,35800,0.00141168,35800,0.00143137
